agent_id,static_passed,static_evaluated,static_pass_rate,static_ci_low,static_ci_high,live_passed,live_evaluated,live_pass_rate,live_ci_low,live_ci_high,delta,ratio
gru,2,5,0.4,0.1176182311592533,0.769280067791163,1,8,0.125,0.02241690886329617,0.4708948057698615,-0.275,0.3125
honeycomb,2,5,0.4,0.1176182311592533,0.769280067791163,1,4,0.25,0.045586062644636216,0.6993639475573634,-0.15000000000000002,0.625
sweagent,2,5,0.4,0.1176182311592533,0.769280067791163,0,4,0.0,0.0,0.48990002040399916,-0.4,0.0
